date,station,title,url,target
2020-04-08,서울파이낸스,"코로나19 속 선방한 삼성·LG전자, '진짜 위기'는 2분기",https://www.seoulfn.com/news/articleView.html?idxno=378504,LG전자
2020-04-08,폴리뉴스,"[코로나19 사태] LG전자 1분기 실적 방어한 가전의 힘, 어떤 제품 ...",http://www.polinews.co.kr/news/article.html?no=459149,LG전자
2020-04-08,아시아투데이,[취재뒷담화] 코로나19 파도 속 삼성전자는 '역시' LG전자 '땡쓰',http://www.asiatoday.co.kr/view.php?key=20200408010004993,LG전자
2020-04-08,매일경제,"[아이넷 AI 로봇 기자] 증권사 리포트 총정리, LG전자, SK텔레콤 ...",https://www.mk.co.kr/news/stock/view/2020/04/368878/,LG전자
2020-04-09,경향신문,"물방울 또르르르…LG전자 , 내달 출시 스마트폰 '렌더링' 공개",http://news.khan.co.kr/kh_news/khan_art_view.html?art_id=202004092126025,LG전자
2020-04-09,국민일보,LG전자 '물방울 카메라' 전략 스마트폰 렌더링 공개,http://m.kmib.co.kr/view.asp?arcid=0924132476,LG전자
2020-04-09,뉴스플러스,"LG전자, 트롬 스팀 건조기 생산에 국내 55개 협력사 참여",https://biz.chosun.com/site/data/html_dir/2020/04/10/2020041000934.html,LG전자
2020-04-09,뉴스플러스,LG전자 이어 삼성전자도 멕시코 TV 공장 셧다운… 북미·유럽 ...,https://biz.chosun.com/site/data/html_dir/2020/04/10/2020041001521.html,LG전자
2020-04-09,주간현대,LG전자 1분기 실적에 담긴 뜻,http://hyundaenews.com/91791,LG전자
2020-04-09,이투데이,"LG전자, 코로나로 신성장 제품 시장 안착 '매수↑'-현대차증권",http://www.etoday.co.kr/news/view/1882152,LG전자
2020-04-09,월요신문,LG전자 건조기 '스팀 씽큐' 인기에 55개 협력사 '활짝',https://www.wolyo.co.kr/news/articleView.html?idxno=104937,LG전자
2020-04-09,전자신문,"LG전자, 미래기술 투자 결실...특허 1년새 4500건 증가",https://m.etnews.com/20200409000221?obj=Tzo4OiJzdGRDbGFzcyI6Mjp7czo3OiJyZWZlcmVyIjtOO3M6NzoiZm9yd2FyZCI7czoxMzoid2ViIHRvIG1vYmlsZSI7fQ%3D%3D,LG전자
2020-04-09,이데일리 SPN,"LG전자, VS사업 규모 2년 새 3배 키웠다..흑자전환은 '물음표'",https://www.edaily.co.kr/news/read?newsId=04241046625734480&mediaCodeNo=257,LG전자
2020-04-09,전자신문,"LG전자, 등록 특허 1년새 4500건 증가…미래준비 가속",https://m.etnews.com/20200409000221,LG전자
2020-04-10,이코노믹리뷰,LG전자 신형 스마트폰에 담긴 3가지 키워드,http://www.econovill.com/news/articleView.html?idxno=392881,LG전자
2020-04-10,폴리뉴스,"[코로나19 사태] 2020년 2분기 실적, 삼성전자-LG전자 운명 ...",https://www.polinews.co.kr/news/article.html?no=459419,LG전자
2020-04-10,글로벌이코노믹,"삼성·LG전자 해외 생산기지, 코로나19 확산으로 또 멈춰",https://m.g-enews.com/view.php?ud=2020041014581738992f6424d93c_1&ssk=g130000mainedit,LG전자
2020-04-10,매일경제,[포토] LG전자 건조기 '스팀 씽큐' 코로나에 인기,https://www.mk.co.kr/news/business/view/2020/04/380162/,LG전자
2020-04-11,IT조선,"LG전자 ""물방울폰 아니고요, 벨벳(Velvet)이라고 불러주세요""",http://it.chosun.com/site/data/html_dir/2020/04/12/2020041200084.html,LG전자
2020-04-11,디지털타임스,"""1분기 선방이 부담스러울 정도""…삼성·LG전자, 2분기 `롤러 ...",http://www.dt.co.kr/contents.html?article_no=2020041202109932781007,LG전자
2020-04-11,전자신문,"LG 드럼 세탁기, 美 컨슈머리포트 선정 '가장 인상적인 드럼 세탁기'",https://m.etnews.com/20200410000206,LG전자
2020-04-11,전자신문,"LG헬로비전, 지역채널 선거방송에 빅데이터 접목",https://m.etnews.com/20200412000057?obj=Tzo4OiJzdGRDbGFzcyI6Mjp7czo3OiJyZWZlcmVyIjtOO3M6NzoiZm9yd2FyZCI7czoxMzoid2ViIHRvIG1vYmlsZSI7fQ%3D%3D,LG전자
2020-04-11,전자신문,LG유플러스 'U+비즈마켓' 오픈....“기업 솔루션 통합 가입”,https://m.etnews.com/20200410000204,LG전자
2020-04-12,디일렉,LG전자 새 스마트폰 브랜드는 '벨벳',http://www.thelec.kr/news/articleView.html?idxno=5656,LG전자
2020-04-12,매일경제,"LG전자, 고해상도 비즈니스 프로젝터 '프로빔' 출시",https://www.mk.co.kr/news/business/view/2020/04/385196/,LG전자
2020-04-12,조선비즈,"중남미로 확산하는 셧다운 공포… LG전자, 브라질 TV 공장 다시 ...",https://biz.chosun.com/site/data/html_dir/2020/04/13/2020041303018.html,LG전자
2020-04-12,데일리한국,"[한국의 대표기업] <5> LG전자, 외국산 추격자서 세계적 가전 ...",http://daily.hankooki.com/lpage/column/202004/dh20200413070011145650.htm,LG전자
2020-04-12,OBC더원방송 (보도자료) (블로그),"평택시, 공직자·LG전자 등 학교급식 중단으로 납품 끊긴 농산물 ...",http://www.theonetv.kr/82001,LG전자
2020-04-12,한국경제,"""5G·자율주행 기술 앞서간다""…LG전자 특허 1년새 4457건↑",https://www.hankyung.com/economy/article/2020041242141,LG전자
2020-04-12,미디어펜,"삼성·LG전자 1등전략, 코로나19에 '흔들'",http://www.mediapen.com/news/view/516812,LG전자
2020-04-12,중앙일보 라이프,"LG전자 공식 판매점 넘버원렌탈, 인터파크 기획전 진행",https://news.joins.com/article/23753281,LG전자
2020-04-12,이투데이,"LG전자, 마스크 사업 뛰어드나? 비밀디자인 특허 등록",http://www.etoday.co.kr/news/view/1883071,LG전자
2020-04-12,이투데이,"LG전자, 전기레인지 시장서도 주도권 잡기 나섰다",http://www.etoday.co.kr/news/view/1883027,LG전자
2020-04-13,일요주간,LG전자 벨벳(Velvet)...G시리즈 후속으로 이름 낙점,http://www.ilyoweekly.co.kr/news/newsview.php?ncode=1065601808745053,LG전자
2020-04-13,뉴데일리경제,"LG전자, '장노년·유소년' 겨냥 4G 폴더폰 '폴더2' 내놔",http://biz.newdaily.co.kr/site/data/html/2020/04/14/2020041400088.html,LG전자
2020-04-13,뉴스플러스,[단독] 인도 추가 국가봉쇄령 무게… LG전자 푸네 공장 셧다운 ...,https://biz.chosun.com/site/data/html_dir/2020/04/14/2020041401141.html,LG전자
2020-04-13,디지털타임스 (보도자료),"LG전자, 4K 프로젝터 `프로빔` 출시",http://www.dt.co.kr/contents.html?article_no=2020041402100932039001,LG전자
2020-04-13,이지경제,"[이지 보고서] 대기업 임원 연봉킹 2위 'LG전자', 1위는?",http://www.ezyeconomy.com/news/articleView.html?idxno=99885,LG전자
2020-04-13,CIO Korea (보도자료),"LG전자, 4K 비즈니스 프로젝터 'LG 프로빔' 출시",http://www.ciokorea.com/news/150081,LG전자
2020-04-13,이슈투데이,"LG전자, 전략 스마트폰 디자인 렌더링 공개",http://www.issuetoday.co.kr/mobile/article.html?no=15921,LG전자
2020-04-13,경남신문,"LG전자, 노트북 구매자에 사은품",http://www.knnews.co.kr/news/articleView.php?idxno=1323310,LG전자
2020-04-13,비즈니스포스트,"LG전자 목표주가 낮아져, ""코로나19로 2분기 실적부진 가능성 커""",http://www.businesspost.co.kr/BP?command=mobile_view&num=173701,LG전자
2020-04-13,아주경제_모바일,사라지는 영화관 은막… LG전자도 극장용 디지털 스크린 만든다,https://m.kr.ajunews.com/view/20200414084619525,LG전자
2020-04-14,뉴스플러스,"LG전자, 4G 폴더폰 'LG 폴더2' 출시... 출고가 19만8천원",https://biz.chosun.com/site/data/html_dir/2020/04/14/2020041403611.html,LG전자
2020-04-14,뉴스플러스,"LG전자, 5월 3일까지 인도 노이다·푸네 공장 가동 중단",https://biz.chosun.com/site/data/html_dir/2020/04/15/2020041500509.html,LG전자
2020-04-14,뉴스웍스,코로나19로 '청소기' 관심도 급증…LG전자 정보량 '선두',http://www.newsworks.co.kr/news/articleView.html?idxno=448043,LG전자
2020-04-14,뉴스핌,"코로나의 역설?…LG전자, 역대 최대 실적 기대 커진다",http://www.newspim.com/news/view/20200413000813,LG전자
2020-04-14,매일경제,"LG전자, 사내교육도 '언택트'",https://www.mk.co.kr/news/business/view/2020/04/393176/,LG전자
2020-04-14,비즈니스포스트,"LG전자 야심작 롤러블TV 출시 의지 그대로, 코로나19 장기화가 ...",http://m.businesspost.co.kr/BP?command=mobile_view&num=173922,LG전자
2020-04-14,전자신문,"LG전자, 나노셀TV 미국 출시…AI·콘텐츠 강화",https://m.etnews.com/20200414000173,LG전자
2020-04-14,파이낸셜뉴스신문 (보도자료) (블로그),"LG전자, 프리미엄·新가전으로 글로벌시장 지배력 확대한다",https://www.fnnews.com/news/202004141741568111,LG전자
2020-04-14,신아일보,"LG전자, 국내 식기세척기 시장서 두각…'트루스팀' 통했다",http://www.shinailbo.co.kr/news/articleView.html?idxno=1270064,LG전자
2020-04-14,아주경제_모바일,"LG전자, DX 전환 박차…전자상거래 보폭 넓힌다",https://www.ajunews.com/view/20200414160519106,LG전자
2020-04-15,조선일보,"LG전자, 로봇 소프트웨어 확대 도입… 단순 업무 줄여 생산성↑",https://biz.chosun.com/site/data/html_dir/2020/04/16/2020041601104.html,LG전자
2020-04-15,데일리매거진 (보도자료),"LG전자, 생산성 향상위해 '로봇프로세스자동화' 기술 도입",http://dailymagazine.co.kr/news/newsview.php?ncode=1065579363634778,LG전자
2020-04-15,머니투데이,"삼성·LG전자, 인도에 음식 등 코로나19 피해 지원",https://news.mt.co.kr/mtview.php?no=2020041517050997784,LG전자
2020-04-15,디일렉,"LG전자, 4G 폴더폰 'LG 폴더2' 출시",http://www.thelec.kr/news/articleView.html?idxno=5691,LG전자
2020-04-15,전자신문,"[코로나19 함께 넘자]삼성전자-LG전자, 역대 최저 가동률 우려 ...",https://m.etnews.com/20200415000017,LG전자
2020-04-15,뉴코리아타임즈,"LG전자, 오는 5월 출시 전략 스마트폰 브랜드 이름 'LG 벨벳'으로 ...",http://www.newkoreatimes.com/news/article.html?no=28600,LG전자
2020-04-15,매일경제,AI로 품질혁신…LG전자 '빅 식스시그마' 구축,https://www.mk.co.kr/news/business/view/2020/04/395853/,LG전자
2020-04-15,서울경제신문 (보도자료),AI·플랫폼…미래먹거리 사냥나선 LG전자,https://www.sedaily.com/NewsVIew/1Z1HHL1DWH,LG전자
2020-04-15,시사프라임,"LG전자, 유소년 장노년층 겨냥 LG 폴더2 출시…SOS키 등 탑재",https://www.sisaprime.co.kr/news/articleView.html?idxno=8217,LG전자
2020-04-15,로봇신문사,"LG전자, 사무직 생산성 향상 로봇기술 연말까지 900개 업무에 ...",http://www.irobotnews.com/news/articleView.html?idxno=20358,LG전자
2020-04-16,매일경제,"LG전자, 거래처 분석도 로봇이 '척척'",https://www.mk.co.kr/news/business/view/2020/04/402080/,LG전자
2020-04-16,테크월드 뉴스 (보도자료),"LG전자, 지능형 RPA 기술 연말까지 900개 업무에 확대 적용",http://www.epnc.co.kr/news/articleView.html?idxno=95558,LG전자
2020-04-16,디지털타임스,"LG전자, 사무직 900개 업무에 로봇기술 도입",http://www.dt.co.kr/contents.html?article_no=2020041702100932039002,LG전자
2020-04-16,뉴데일리,"KT, LG전자 LTE 피처폰 'LG Folder 2' 판매 나서",http://biz.newdaily.co.kr/site/data/html/2020/04/17/2020041700012.html,LG전자
2020-04-16,아이뉴스24,[절치부심 애플 ] 삼성·LG전자에 맞대응 카드 '아이폰SE'…효과는,http://www.inews24.com/view/1258375,LG전자
2020-04-16,글로벌이코노믹,코로나19 '집콕족' 증가에 삼성·LG TV전자 '휘파람',https://www.g-enews.com/view.php?ud=2020041612035125102f6424d93c_1,LG전자
2020-04-16,뉴시스,"[빅데이터MSI]시장심리 톱5, LG전자·SK·LG화학·두산·이마트",https://newsis.com/view/?id=NISX20200417_0000997088&cid=10401,LG전자
2020-01-02,채널인,"[신년사]신학철 LG화학 부회장 ""지속가능성, 차별화 된 가치로 ...",http://www.channelin.co.kr/news/articleView.html?idxno=3194,LG화학
2020-01-02,이데일리,"소송전·ESS 화재 시달린 LG화학, 새해 배터리로 도약할까",https://www.edaily.co.kr/news/read?newsId=04155766625633784&mediaCodeNo=257,LG화학
2020-01-02,디일렉,중국 업체가 LG화학에 배터리 핵심 생산장비 공급,http://www.thelec.kr/news/articleView.html?idxno=4575,LG화학
2020-01-02,뉴스웨이,[4대그룹 투자 UP｜LG]구광모 시대 3년···전자·화학·통신 중심 ...,http://www.newsway.co.kr/news/view?tp=1&ud=2019123015514554600,LG화학
2020-01-04,아시아타임즈 (보도자료) (블로그),중국 배터리 투자 한국의 7배...LG화학·삼성SDI·SK이노 향후 ...,https://www.asiatime.co.kr/news/newsview.php?ncode=1065603772199301,LG화학
2020-01-05,시이오뉴스/ CEONEWS,[신년사] LG화학 신학철 부회장,http://www.ceomagazine.co.kr/news/articleView.html?idxno=10185,LG화학
2020-01-09,YTN,서산 LG화학 공장에서 폭발음...소각시설 파손,https://www.ytn.co.kr/_ln/0115_202001091914468559,LG화학
2020-01-09,미디어SR,"LG그룹, 디스플레이·화학·스마트폰에서 전장까지 중장기 성장 ...",https://www.mediasr.co.kr/news/articleView.html?idxno=56317,LG화학
2020-01-10,아시아타임즈 (보도자료) (블로그),"[마감]LG화학, 5000억 구미 공장 건설 기대 '강세'...SK바이오 ...",https://www.asiatime.co.kr/news/newsview.php?ncode=1065623946215086,LG화학
2020-01-10,이투데이,LG화학 vs SK이노 '국내 소송전'도 막올랐다,http://www.etoday.co.kr/news/view/1843511,LG화학
2020-01-10,토요경제,"LG화학, 전기차 배터리 '세계적 관심' 잇따라...신학철 '꿈' 현실화 ...",http://www.sateconomy.co.kr/news/articleView.html?idxno=67459,LG화학
2020-01-12,경북매일신문,LG화학 투자 '상생형 구미일자리' 사업 탄력,https://www.kbmaeil.com/news/articleView.html?idxno=835565,LG화학
2020-01-13,비즈니스포스트,"신학철, LG화학 향한 인도네시아 '배터리 러브콜'에 투자로 응답 ...",http://m.businesspost.co.kr/BP?command=mobile_view&num=159283,LG화학
2020-01-14,디지털데일리,무선이어폰 시장 '급성장'…LG화학·삼성SDI 웃는다,http://www.ddaily.co.kr/news/article/?no=190631,LG화학
2020-01-15,서울파이낸스,"LG화학, 청소년 대상 '젊은 꿈을 키우는 화학캠프' 개최",http://www.seoulfn.com/news/articleView.html?idxno=369009,LG화학
2020-01-16,디일렉,"LG화학, 청소년 화학캠프 개최",http://www.thelec.kr/news/articleView.html?idxno=4760,LG화학
2020-01-16,메디게이트뉴스 (보도자료),"LG화학, 美 JP모건 헬스케어 컨퍼런스서 R&D 성과 알려",https://www.medigatenews.com/news/2700947925,LG화학
2020-01-16,오토데일리 (보도자료),"LG화학 배터리 사용키로 한 볼보, 美에 자체공장 건설 발표",https://www.autodaily.co.kr/news/articleView.html?idxno=415568,LG화학
2020-01-17,헬로티,"LG화학, 젊은 꿈을 키우는 화학캠프 개최",http://m.hellot.net/news/news_detail?code=203&sub=004&idx=49761,LG화학
2020-01-17,바이오스펙테이터,"LG화학, JPM서 공개한 '핵심 4개' 파이프라인은?",http://www.biospectator.com/view/news_view.php?varAtcId=9339,LG화학
2020-01-17,이엠디,"LG화학, 'JP모건 헬스케어컨퍼런스'에서 기업설명회를 개최",https://www.mdon.co.kr/mobile/article.html?no=25145,LG화학
2020-01-19,뉴스핌,"현대차-LG화학, 배터리 합작법인 설립하나…""협력 방안 검토중""",http://www.newspim.com/news/view/20200119000247,LG화학
2020-01-19,디지털타임스 (보도자료),"LG화학, 제약·바이오 R&D 1900억 투자 … 신약 美임상 드라이브",http://www.dt.co.kr/contents.html?article_no=2020012002101531102001,LG화학
2020-01-20,인더뉴스(iN THE NEWS),"[뉴스캐치] 현대차-LG화학, 배터리 합작공장 세우나…“협력방안 ...",http://inthenews.co.kr/article-32459/,LG화학
2020-01-21,뉴스핌,"LG화학, 전기차 배터리 이슈몰이…점유율 '2위' 도약하나",https://www.newspim.com/news/view/20200121001096,LG화학
2020-01-21,디일렉,"포스코케미칼, LG화학에 배터리 양극재 공급…1조8533억원 규모",http://www.thelec.kr/news/articleView.html?idxno=4814,LG화학
2020-01-23,디일렉,[영상] LG화학 배터리 공정 혁신을 알아봅시다,http://www.thelec.kr/news/articleView.html?idxno=4833,LG화학
2020-01-27,한국경제,LG화학·SK하이닉스…내달 회사채 1兆씩 찍는다,https://www.hankyung.com/finance/article/2020012790181,LG화학
2020-01-28,디지털데일리,"삼성SDI·LG화학·SK이노, 작년 4분기 배터리 적자 '유력 ...",http://m.ddaily.co.kr/m/m_article/?no=191037,LG화학
2020-01-29,투데이에너지,"대한항공‧LG화학, 온실가스 감축‧E사용량 절감 1위",https://www.todayenergy.kr/news/articleView.html?idxno=221972,LG화학
2020-01-29,디지틀조선TV,박진수 LG화학 이사회 의장 용퇴 수순?…4000주 장내 매도,http://www.dizzotv.com/site/data/html_dir/2020/01/29/2020012980234.html,LG화학
2020-01-30,아시아경제,"테슬라, 'LG화학 전기차 배터리' 공식 인정",https://www.asiae.co.kr/article/2020013111292336308,LG화학
2020-01-30,한국경제,"LG화학, 테슬라와 전기차배터리 공급 협약",https://www.hankyung.com/international/article/202001308778i,LG화학
2020-01-31,매일경제,"LG화학, 테슬라에 전기車배터리 공급",https://www.mk.co.kr/news/business/view/2020/01/102794/,LG화학
2020-01-31,일요신문,LG화학-SK이노베이션 '배터리 전쟁' 진검승부 이제부터라고?,http://ilyo.co.kr/?ac=article_view&entry_id=360455,LG화학
2020-02-02,메트로신문,"LG화학, 2019년 영업익 8956억…전년比 60%↓",http://www.metroseoul.co.kr/news/newsview?newscd=2020020300073,LG화학
2020-02-02,뉴스핌,"LG화학, LCD 유리기판 사업 철수",https://www.newspim.com/news/view/20200203000047,LG화학
2020-02-03,매일경제,4분기 적자 LG화학…올해 전기차 배터리로 승부,https://www.mk.co.kr/news/business/view/2020/02/110641/,LG화학
2020-02-03,테크월드 뉴스 (보도자료),"전기차 배터리업체, LG화학·SK이노베이션 2019년 실적 발표",http://www.epnc.co.kr/news/articleView.html?idxno=93788,LG화학
2020-02-03,이코노믹리뷰,"LG화학, 영업익 급감에 현금배당 60% 이상 축소",http://www.econovill.com/news/articleView.html?idxno=384498,LG화학
2020-02-03,FETV,LG화학·디스플레이 중국공장도 멈췄다,https://www.fetv.co.kr/news/article.html?no=46501,LG화학
2020-02-03,디지털타임스,"전기車 배터리 겨눈 LG화학 …""영업익 5%이상 목표""",http://www.dt.co.kr/contents.html?article_no=2020020402100832064001,LG화학
2020-02-04,청년일보,국내 배터리 3사 적자... LG화학·SK이노베이션 중국 공장 가동 ...,http://www.youthdaily.co.kr/news/article.html?no=27766,LG화학
2020-02-04,금융경제신문,"LG화학, 영업익 8956억원 전년 比 60.1%↓",https://www.fetimes.co.kr/news/articleView.html?idxno=90397,LG화학
2020-02-05,뉴스핌,"ESS화재 LG화학·삼성SDI 모두 책임…조사단 ""5건 중 4건 ...",https://www.newspim.com/news/view/20200206000688,LG화학
2020-02-05,서울경제,"테슬라 해외직구 '톱' 등극...LG화학 시총, 현대차 제치고 5위",https://www.sedaily.com/NewsVIew/1YYSZN3K2B,LG화학
2020-02-06,뉴스핌,ESS 문제있지만 제조사 책임은 없다? LG화학·삼성SDI에 ...,https://www.newspim.com/news/view/20200206001503,LG화학
2020-02-06,한국금융신문,"'차세대 반도체'라더니…삼성SDI·LG화학, 해외서 ESS 활로 모색",http://www.fntimes.com/html/view.php?ud=2020020618361614917de3572ddd_18&mobile=1,LG화학
2020-02-06,굿모닝베트남미디어,"LG화학, 지난 2019년 경영실적 발표",http://www.goodmorningvietnam.co.kr/news/article.html?no=26105,LG화학
2020-02-07,이뉴스투데이,"코너에 몰린 LG화학·삼성SDI “배터리, ESS 화재 원인 아냐”",https://www.enewstoday.co.kr/news/articleView.html?idxno=1366661,LG화학
2020-02-07,매일경제,LG화학·포스코 등 10일 재가동 위해 中 가지만…,https://www.mk.co.kr/news/business/view/2020/02/129689/,LG화학
2020-02-08,뉴스1,"[종목 현미경] 2차전지株 LG화학, 테슬라 등에 올라탔다",https://www.news1.kr/articles/?3836749,LG화학
2020-02-08,한국정경신문 (보도자료),"이이경 아빠, 이웅범 前 LG화학 사장? “고등학교 자퇴 먼저 권유”",http://kpenews.com/View.aspx?No=677885,LG화학
2020-02-10,연합뉴스,"무디스, LG화학 신용등급 'Baa1'으로 하향",https://www.yna.co.kr/view/AKR20200210143900008,LG화학
2020-02-10,세계일보,[단독] 재규어 I-페이스 생산 '셧다운'… LG화학 배터리 수급 문제,https://www.segye.com/newsView/20200210515259,LG화학
2020-02-10,폴리뉴스,삼성SDI-에코프로비엠 '하이니켈' 양극재 '도전'…LG화학 아성 ...,https://www.polinews.co.kr/news/article.html?no=452163,LG화학
2020-02-10,약업신문,LG화학 항생제 '팩티브주200mg' 시판후 조사서 이상사례 20 ...,http://www.yakup.com/news/index.html?nid=240480&mode=view,LG화학
2020-02-11,매일경제,"LG화학 시총 '빅5'로…""신용하락 안무섭네""",https://www.mk.co.kr/news/stock/view/2020/02/142446/,LG화학
2020-02-11,한국경제,SK하이닉스 이어…LG화학에도 2조원 몰렸다,https://www.hankyung.com/finance/article/2020021179011,LG화학
2020-02-11,무등일보,"김병원, LG화학 공장 이전·이차전지 기업 유치 공약",http://honam.co.kr/detail/ilgftp/594370,LG화학
2020-02-11,아이뉴스24,"박진수 LG화학 이사회 의장, 자사주 전량매도…용퇴 가능성",http://www.inews24.com/view/1241901,LG화학
2020-02-12,뉴스핌,삼성SDI '맹추격' vs LG화학 '철벽 수성'…올해 배터리 경쟁 승자 ...,https://www.newspim.com/news/view/20200212001237,LG화학
2020-02-13,뉴스플러스,"LG화학, 9000억원 회사채 발행",https://biz.chosun.com/site/data/html_dir/2020/02/13/2020021303227.html,LG화학
2020-02-13,한국경제,LG화학 급가속…현대車 제치고 시총 5위,https://www.hankyung.com/finance/article/202002133858i,LG화학
2020-02-13,한국경제,"권영수 부회장, LG화학 이사회 의장도 맡을 듯",https://www.hankyung.com/economy/article/202002120322i,LG화학
2020-02-14,일요신문,ESS 화재 '주범'은 배터리? LG화학·삼성SDI 펄쩍 뛰는 이유,http://ilyo.co.kr/?ac=article_view&entry_id=361687,LG화학
2020-02-15,노컷뉴스,"LG화학, SK이노와 美소송서 '승기'…물밑 협상 가능성",http://www.nocutnews.co.kr/news/5290183,LG화학
2020-02-16,경향신문,"LG화학, 배터리 소송 '판정승'",http://news.khan.co.kr/kh_news/khan_art_view.html?art_id=202002161839001,LG화학
2020-02-16,파이낸셜뉴스,"LG, 생산전략 재검토… 전자·화학 등 전 그룹 국산화 확대",https://www.fnnews.com/news/202002161701540932,LG화학
2020-02-17,환경TV,"'배터리 전쟁' 승기 잡은 LG화학…SK이노베이션, '합의 요청' 할까?",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=114249,LG화학
2020-02-17,시사경제신문,[유튜브NOW] LG화학에 SK이노베이션 '조기패소'…향후 투자 ...,http://www.sisanews.kr/news/articleView.html?idxno=46367,LG화학
2020-02-17,에너지신문,4조원 넘어선 LG화학 브랜드 가치…세계 4위 유지,http://www.energy-news.co.kr/news/articleView.html?idxno=68922,LG화학
2020-02-18,KBS뉴스,[경제 인사이드] '배터리 전쟁' 승기 잡은 LG화학…SK이노베이션 ...,http://news.kbs.co.kr/news/view.do?ncd=4384023,LG화학
2020-02-23,이데일리 SPN,"""실적 안 좋은데 투자할 덴 많고""…'보릿고개' 넘는 LG화학·SK이노",https://www.edaily.co.kr/news/read?newsId=02223846625673472&mediaCodeNo=257&gtrack=sok,LG화학
2020-02-24,Newsprime,"LG화학, 美 루시드 모터스에 차세대 원통형 배터리 공급",http://www.newsprime.co.kr/news/article/?no=494571,LG화학
2020-02-25,매일경제,LG화학 영토확장…美루시드에 배터리 공급,https://www.mk.co.kr/news/business/view/2020/02/196155/,LG화학
2020-02-25,디일렉,"권영수 부회장, LG화학 이사회 의장 맡을 듯",http://www.thelec.kr/news/articleView.html?idxno=5134,LG화학
2020-02-25,한국경제,"신학철 LG화학 부회장 ""리더가 앉아만 있으면 회사의 변화도 없다""",https://www.hankyung.com/economy/article/2020022542441,LG화학
2020-02-25,한국경제,"'성장 엔진'단 LG화학, 브랜드 가치 4조 돌파",https://www.hankyung.com/economy/article/2020022542421,LG화학
2020-02-25,지피코리아,"'테슬라 대항마' 루시드 모터스, LG화학 배터리 달고 달린다",http://www.gpkorea.com/news/articleView.html?idxno=62060,LG화학
2020-02-25,한국일보 (보도자료) (블로그),"LG화학, 테슬라 대항마 '루시드 모터스'에 전기차 배터리 독점 공급",https://www.hankookilbo.com/News/Read/202002251612361427,LG화학
2020-02-25,뉴스1,정유·화학업계…LG화학 직원 코로나 검사에 '깜짝',https://news1.kr/articles/?3853492,LG화학
2020-02-25,디지털타임스 (보도자료),"LG화학, 美루시드모터스에 원통형 배터리 공급",http://www.dt.co.kr/contents.html?article_no=2020022602150932781001,LG화학
2020-02-25,한국경제,``신천지`` 참석 LG화학 직원 코로나19 ``음성``...격리 해제,https://www.hankyung.com/news/article/2020022545885,LG화학
2020-02-26,매일경제,권영수 LG그룹 부회장…화학 이사회 의장 맡나,https://www.mk.co.kr/news/business/view/2020/02/200869/,LG화학
2020-02-26,한국일보 (보도자료) (블로그),"LG화학, 협력사와 상생 추구… 4년 연속 동반성장 최우수 등급",https://www.hankookilbo.com/News/Read/202002261511375648,LG화학
2020-02-27,매일경제,"LG화학, 중국에 컬러 감광재 사업 580억원에 매각",https://www.mk.co.kr/news/business/view/2020/02/206364/,LG화학
2020-02-27,한국경제,"'배터리 올인' LG화학, LCD 감광재 사업 中에 매각",https://www.hankyung.com/economy/article/202002279785i,LG화학
2020-02-27,EBN뉴스센터,"유럽 전기차 급성장…""LG화학 배터리 공급 늘려달라""",https://www.ebn.co.kr/news/view/1023878,LG화학
2020-03-01,글로벌경제신문,"LG화학 등 배터리 3사, 사상 최초 글로벌 점유율 30% 넘어",http://www.getnews.co.kr/view.php?ud=2020030210370688836a6b374224_16,LG화학
2020-03-02,디지털데일리,"韓 배터리 3사 시장점유율 30%↑…LG화학, 2위 탈환",http://www.ddaily.co.kr/news/article/?no=192481,LG화학
2020-03-02,아시아경제,[특징주] 테슬라 급등에 LG화학·삼성SDI 4%대 동반 상승,https://www.asiae.co.kr/article/2020030309412566384,LG화학
2020-03-02,디지털타임스 (보도자료),"LG화학, 中 꺾고 2위… 韓배터리 빅3 점유율 30% 넘었다",http://www.dt.co.kr/contents.html?article_no=2020030302103032781002,LG화학
2020-03-02,뉴시스,"[빅데이터MSI]시장심리 톱5, 대한항공·LG화학·삼성중공업·SK ...",http://www.newsis.com/view?id=NISX20200303_0000940201,LG화학
2020-03-03,e경제뉴스,"LG화학, '급성장' 유럽 전기차 시장 겨냥하다",http://www.e-conomy.co.kr/news/articleView.html?idxno=28190,LG화학
2020-03-03,디지털타임스 (보도자료),"LG화학, 배터리 수요 대응",http://www.dt.co.kr/contents.html?article_no=2020030402101032781002,LG화학
2020-03-04,한국금융신문,"LG화학 동맹군 GM, 배터리 원가 확 낮춘 차세대 전기차 내놓는다",https://www.fntimes.com/html/view.php?ud=2020030510495457247de3572ddd_18,LG화학
2020-03-05,아이뉴스24,"[I-리포트] LG화학, 전기차배터리 고성장…목표가 30%↑-키움",http://www.inews24.com/view/1248014,LG화학
2020-03-06,한국금융신문,차배터리 국제 소송 SK이노베이션·LG화학 '중도 합의' 추진 급물살,https://www.fntimes.com/html/view.php?ud=2020030614084258411ede9d544a_18,LG화학
2020-03-08,서울경제,[머니+] 'LG화학-점유율' 'SK이노-기업문화' 최고…삼성SDI는 ...,https://www.sedaily.com/NewsVIew/1Z04AJ5DOG,LG화학
